host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count
100%,100%,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,6,2,3,3,Real Bed,$250.00 ,$250.00 ,$90.00 ,1,$0.00 ,4,14,0,0,0,197,6,90,9,10,9,10,10,10,0,0,strict,0,0,1
100%,100%,1,2,2,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,6,1,2,2,Real Bed,$150.00 ,$500.00 ,$200.00 ,2,$35.00 ,2,1125,0,0,10,185,14,97,10,10,10,10,10,9,0,0,strict,0,0,2
100%,33%,0,1,1,"email, phone, reviews, jumio",1,1,1,Entire home/apt,7,2,3,4,Real Bed,$300.00 ,$500.00 ,$140.00 ,2,$50.00 ,2,1125,30,60,90,365,3,93,9,9,9,9,9,9,0,0,flexible,0,0,1
100%,100%,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,2,1,0,1,Real Bed,$119.00 ,,$35.00 ,1,$0.00 ,1,1125,2,5,23,23,13,100,10,10,10,10,10,10,0,0,strict,0,0,1
100%,100%,1,2,2,"email, phone, reviews, kba",1,1,1,Entire home/apt,2,1,0,1,Real Bed,$175.00 ,$250.00 ,$25.00 ,2,$0.00 ,2,1125,4,6,30,120,148,99,10,10,10,10,10,10,0,0,moderate,0,0,1
100%,100%,1,1,1,"email, phone, facebook, reviews, jumio",1,1,1,Entire home/apt,6,2,2,2,Real Bed,$195.00 ,$100.00 ,$95.00 ,3,$25.00 ,4,1125,0,0,15,290,24,96,10,10,10,10,10,10,0,1,strict,0,0,1
100%,100%,0,1,1,"email, phone, amex, reviews, kba",1,1,1,Entire home/apt,4,1,2,2,Real Bed,$145.00 ,$400.00 ,$80.00 ,1,$0.00 ,2,1125,0,0,0,0,4,90,10,9,10,10,10,9,0,0,strict,0,0,1
100%,58%,0,1,1,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,4,1,2,2,Real Bed,$200.00 ,,$50.00 ,1,$0.00 ,2,1125,15,35,65,340,10,92,10,9,10,10,10,9,0,0,moderate,0,0,1
100%,83%,0,1,1,"email, phone, reviews, kba",1,1,1,Private room,1,1,1,1,Futon,$90.00 ,$150.00 ,,1,$0.00 ,1,1125,18,46,64,339,42,99,10,10,10,10,10,10,0,0,flexible,0,0,1
100%,89%,0,1,1,"email, phone, facebook, reviews, jumio",1,1,1,Entire home/apt,4,1,2,2,Real Bed,$210.00 ,,$50.00 ,4,$50.00 ,2,20,18,32,46,310,41,94,10,10,10,10,9,9,0,0,moderate,0,0,1
90%,100%,0,1,1,"email, phone, facebook, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$75.00 ,,$15.00 ,1,$15.00 ,2,14,9,39,59,59,8,100,10,10,10,10,10,10,0,0,moderate,0,0,1
100%,67%,0,1,1,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$46.00 ,,$10.00 ,1,$0.00 ,1,1125,0,0,0,0,2,90,10,8,10,10,9,9,0,0,flexible,0,0,1
96%,78%,0,1,1,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$75.00 ,,,1,$0.00 ,2,1125,30,60,90,365,12,100,10,10,10,10,10,10,0,0,flexible,0,0,1
100%,78%,0,8,8,"email, phone, reviews, kba",1,1,1,Entire home/apt,6,1,3,3,Real Bed,$500.00 ,$400.00 ,$100.00 ,6,$0.00 ,1,1125,29,59,89,364,8,89,9,8,9,9,9,8,0,1,flexible,0,0,4
40%,83%,0,1,1,"email, phone, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$60.00 ,,,1,$0.00 ,2,10,0,0,29,146,4,90,10,9,10,10,8,10,0,0,strict,0,0,1
100%,100%,0,3,3,"email, phone, reviews, kba",1,1,1,Entire home/apt,5,1,1,2,Real Bed,$130.00 ,$200.00 ,$45.00 ,1,$0.00 ,2,1125,0,3,30,299,66,90,9,9,10,10,9,9,0,1,moderate,0,0,3
100%,81%,0,2,2,"email, phone, reviews, jumio",1,1,1,Entire home/apt,6,1.5,2,3,Real Bed,$190.00 ,$500.00 ,$80.00 ,4,$20.00 ,2,1125,5,25,46,198,39,88,9,9,10,10,9,9,0,0,moderate,0,0,1
100%,100%,0,1,1,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$100.00 ,,,1,$0.00 ,2,1125,23,53,83,358,24,91,9,9,10,10,9,9,0,0,moderate,0,0,1
0%,100%,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,6,3,3,6,Real Bed,$450.00 ,,$150.00 ,1,$0.00 ,1,1125,30,48,78,353,2,100,10,10,10,10,10,10,0,0,flexible,0,0,1
100%,93%,1,2,2,"email, phone, reviews, kba",1,1,1,Entire home/apt,8,2,4,4,Real Bed,$399.00 ,$100.00 ,$120.00 ,4,$0.00 ,2,1125,9,25,43,292,18,99,10,10,10,10,10,10,0,0,strict,0,0,2
94%,95%,1,5,5,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,5,1,2,2,Real Bed,$350.00 ,$100.00 ,$50.00 ,4,$25.00 ,1,270,0,0,0,240,13,98,10,9,10,10,9,9,0,0,moderate,0,0,1
100%,25%,0,1,1,"email, phone, facebook, amex, reviews, jumio, kba",1,1,1,Entire home/apt,4,1,2,2,Real Bed,$200.00 ,$150.00 ,,2,$10.00 ,2,14,0,0,0,0,32,98,10,10,10,10,10,10,0,0,moderate,0,0,1
N/A,N/A,0,1,1,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$99.00 ,$150.00 ,$40.00 ,1,$0.00 ,2,1125,0,0,0,0,2,100,10,10,10,10,10,10,0,0,moderate,0,0,1
100%,100%,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,6,2,3,4,Real Bed,$295.00 ,,,1,$0.00 ,3,1125,14,39,69,327,0,,,,,,,,0,0,flexible,0,0,1
100%,78%,0,8,8,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$107.00 ,$200.00 ,$60.00 ,2,$30.00 ,2,1125,28,58,88,363,20,81,9,8,9,9,8,8,0,0,flexible,0,0,4
80%,90%,0,2,2,"email, phone, reviews, kba",1,1,1,Private room,1,1,1,1,Real Bed,$69.00 ,,$20.00 ,1,$0.00 ,1,7,28,58,88,88,18,96,10,10,10,10,10,10,0,0,moderate,0,0,2
100%,100%,0,5,5,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$76.00 ,,$15.00 ,1,$15.00 ,1,1125,11,29,59,149,57,92,10,9,10,10,10,9,0,1,strict,0,0,3
100%,100%,1,2,2,"email, phone, reviews, kba",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$75.00 ,,$25.00 ,1,$25.00 ,2,200,0,0,5,184,48,95,10,9,10,10,10,10,0,0,moderate,0,0,2
90%,88%,0,1,1,"email, phone, facebook, reviews, jumio",1,1,1,Private room,1,1,1,1,Real Bed,$55.00 ,,$20.00 ,1,$25.00 ,1,1125,0,0,0,0,9,78,9,6,9,9,9,8,0,0,flexible,0,0,1
100%,100%,0,2,2,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,2,Real Bed,$65.00 ,,,1,$0.00 ,1,1125,0,0,0,0,2,100,10,10,10,10,10,10,0,0,flexible,0,0,2
100%,25%,0,2,2,"email, phone, reviews, kba",1,1,1,Private room,2,1.5,1,1,Real Bed,$59.00 ,$95.00 ,$15.00 ,1,$10.00 ,2,1125,0,0,0,0,1,,,,,,,,0,0,moderate,0,0,2
100%,100%,1,3,3,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$88.00 ,,,1,$0.00 ,2,30,0,0,0,0,5,96,10,10,10,10,10,10,0,0,moderate,0,0,3
100%,100%,0,1,1,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,5,2,4,3,Real Bed,$164.00 ,$500.00 ,$100.00 ,3,$7.00 ,6,34,0,0,0,0,0,,,,,,,,0,0,moderate,0,0,1
100%,100%,0,3,3,"email, phone, reviews, kba",1,1,1,Entire home/apt,2,1,0,1,Real Bed,$90.00 ,,$40.00 ,1,$0.00 ,2,1125,5,12,29,283,139,93,9,10,10,10,9,9,0,1,moderate,0,0,3
100%,100%,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,4,2,2,2,Real Bed,$185.00 ,,$75.00 ,1,$0.00 ,5,1125,0,0,0,0,4,100,10,10,10,10,10,10,0,0,flexible,0,0,1
N/A,N/A,0,1,1,"email, phone",1,0,1,Private room,2,1,1,1,Real Bed,$80.00 ,,,1,$0.00 ,1,1125,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,1
92%,94%,0,1,1,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$105.00 ,$200.00 ,$7.00 ,1,$10.00 ,2,1125,26,56,86,335,21,91,9,10,10,10,9,9,0,0,strict,0,0,1
100%,96%,0,1,1,"email, phone, facebook, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$90.00 ,,,1,$0.00 ,1,1125,0,0,4,266,192,95,10,10,10,10,9,10,0,0,moderate,0,0,1
100%,83%,1,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,$100.00 ,$50.00 ,2,$0.00 ,3,31,2,4,9,284,115,97,10,10,10,10,10,10,0,0,strict,1,1,1
100%,56%,1,4,4,"email, phone, reviews, kba",1,1,0,Shared room,2,1,1,1,Real Bed,$100.00 ,$500.00 ,$50.00 ,1,$20.00 ,1,1125,5,33,63,338,10,98,10,10,10,10,9,10,0,0,strict,0,0,4
100%,17%,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,5,1.5,2,3,Real Bed,$200.00 ,$200.00 ,$100.00 ,1,$0.00 ,2,1125,0,0,0,0,11,100,10,10,10,10,10,10,0,0,strict,0,0,1
90%,100%,0,2,2,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,8,1.5,4,4,Real Bed,$300.00 ,$300.00 ,$100.00 ,6,$25.00 ,4,1125,0,0,0,133,2,100,10,10,9,10,9,9,0,0,strict,0,0,2
N/A,N/A,0,1,1,"phone, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$60.00 ,,,1,$0.00 ,1,1125,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,1
100%,90%,0,2,2,"email, phone, reviews, jumio",1,1,1,Entire home/apt,6,1,3,3,Real Bed,$319.00 ,,$40.00 ,6,$25.00 ,1,1125,14,32,55,145,6,100,10,10,10,10,10,10,0,0,moderate,0,0,2
100%,96%,1,2,2,"email, phone, facebook, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$85.00 ,,$25.00 ,1,$0.00 ,2,21,0,24,54,143,91,96,10,9,10,10,10,9,0,0,moderate,0,0,2
50%,56%,0,1,1,"email, phone, reviews, jumio",1,1,1,Private room,2,2,1,1,Real Bed,$70.00 ,,,1,$0.00 ,1,1125,0,0,0,0,10,74,9,8,9,8,8,9,0,0,flexible,0,0,1
N/A,N/A,0,1,1,"email, phone, facebook, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$50.00 ,,,1,$0.00 ,1,1125,0,0,0,24,2,60,6,6,8,10,10,6,0,0,flexible,0,0,1
100%,86%,0,1,1,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,4,1,1,1,Real Bed,$119.00 ,,$60.00 ,0,$0.00 ,3,1125,0,1,18,146,14,86,8,8,10,10,9,9,0,0,moderate,0,0,1
100%,50%,0,2,2,"email, phone, reviews, jumio",1,1,1,Entire home/apt,3,1,1,2,Real Bed,$125.00 ,,$15.00 ,2,$20.00 ,1,1125,0,0,0,0,2,100,10,10,10,10,10,10,0,0,strict,0,0,2
70%,100%,0,1,1,"email, phone, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$53.00 ,,,1,$0.00 ,1,7,0,0,0,0,5,80,6,7,10,8,9,9,0,1,flexible,0,0,1
100%,100%,1,2,2,"email, phone, facebook, reviews, kba",1,1,1,Private room,4,1,1,1,Real Bed,$125.00 ,$300.00 ,$50.00 ,1,$50.00 ,1,1125,30,60,90,365,13,95,10,10,10,10,10,9,0,0,strict,0,0,2
100%,100%,0,1,1,"email, phone, reviews",1,0,0,Entire home/apt,6,2.5,4,4,Real Bed,$199.00 ,,,5,$30.00 ,3,13,0,5,35,35,1,100,10,10,10,10,8,10,0,1,strict,0,0,1
100%,63%,0,2,2,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,4,1,2,2,Real Bed,$205.00 ,,$50.00 ,4,$0.00 ,2,90,13,13,17,292,14,97,10,10,10,10,9,10,0,0,strict,0,0,2
100%,100%,0,1,1,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,5,1,2,2,Real Bed,$114.00 ,$250.00 ,$80.00 ,2,$15.00 ,4,1125,0,0,0,213,8,95,10,10,10,10,10,10,0,0,strict,0,0,1
100%,100%,1,1,1,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$75.00 ,,,1,$15.00 ,2,30,14,32,62,337,131,98,10,10,10,10,10,10,0,0,moderate,0,0,1
100%,100%,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$185.00 ,$200.00 ,$50.00 ,2,$0.00 ,3,365,18,43,73,73,8,86,9,10,10,10,10,9,0,0,strict,0,0,1
100%,100%,1,4,4,"email, phone, facebook, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$75.00 ,,,2,$25.00 ,1,10,22,44,69,159,150,97,10,9,10,10,9,10,0,1,flexible,0,0,4
100%,100%,0,2,2,"email, phone, reviews, jumio",1,1,1,Entire home/apt,4,2.5,2,2,Real Bed,$180.00 ,$500.00 ,$90.00 ,2,$20.00 ,3,1125,0,0,0,0,0,,,,,,,,0,0,strict,0,0,1
100%,33%,0,1,1,"email, phone, reviews",1,0,1,Shared room,2,1,1,1,Pull-out Sofa,$70.00 ,,,1,$0.00 ,1,1125,30,57,57,57,5,96,10,9,10,10,10,10,0,0,flexible,0,0,1
100%,100%,1,3,3,"email, phone, reviews, kba",1,1,1,Entire home/apt,2,1,1,2,Real Bed,$150.00 ,,$40.00 ,2,$15.00 ,2,90,8,31,61,211,71,96,10,10,10,10,9,9,0,0,strict,0,0,3
N/A,N/A,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,4,1,2,2,Real Bed,$120.00 ,,$50.00 ,1,$0.00 ,1,21,0,0,5,5,10,96,10,10,9,10,9,10,0,0,moderate,0,0,1
100%,100%,0,1,1,"email, phone, google, reviews",1,0,1,Private room,2,2,1,1,Real Bed,$92.00 ,,$10.00 ,1,$0.00 ,14,1125,0,0,6,163,1,100,10,10,10,10,10,10,0,0,strict,0,0,1
100%,100%,0,1,1,"email, phone, linkedin, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$84.00 ,$298.00 ,,0,$0.00 ,3,30,9,9,9,9,6,100,10,10,10,10,10,10,0,0,moderate,0,0,1
100%,20%,0,2,2,"email, phone, reviews, kba",1,1,1,Entire home/apt,4,1,2,2,Real Bed,$200.00 ,,,4,$50.00 ,2,14,0,0,0,248,29,89,9,9,9,10,9,9,0,0,strict,0,0,2
100%,100%,1,1,1,"email, phone, reviews, jumio",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$115.00 ,,$30.00 ,0,$0.00 ,2,15,8,21,47,314,70,96,10,10,10,10,10,9,0,0,strict,0,0,1
100%,50%,0,2,2,"email, phone, reviews, jumio",1,1,0,Shared room,1,1,1,1,Real Bed,$49.00 ,,,1,$0.00 ,1,14,25,51,81,81,0,,,,,,,,0,0,strict,0,0,2
100%,78%,1,1,1,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Real Bed,$95.00 ,,$30.00 ,1,$0.00 ,2,1125,12,34,35,35,25,98,10,10,10,10,10,10,0,0,strict,0,0,1
67%,33%,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,6,1,4,4,Real Bed,$275.00 ,$450.00 ,$80.00 ,1,$0.00 ,3,9,0,0,4,168,1,100,10,10,10,10,10,10,0,0,strict,0,0,1
100%,100%,1,1,1,"email, phone, reviews, jumio, kba",1,1,1,Entire home/apt,9,1,4,4,Real Bed,$230.00 ,,$50.00 ,4,$40.00 ,2,1125,9,28,53,328,75,97,10,10,10,10,9,10,0,0,strict,0,0,1
100%,100%,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,4,1,1,4,Real Bed,$130.00 ,,$45.00 ,3,$30.00 ,2,29,6,15,39,129,59,99,10,10,10,10,10,10,0,0,moderate,0,0,1
100%,96%,0,8,8,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,5,1,2,3,Real Bed,$192.00 ,$650.00 ,$64.00 ,4,$10.00 ,3,185,6,23,53,177,20,93,10,10,10,10,8,9,0,1,moderate,1,1,1
100%,100%,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,5,1,3,4,Real Bed,$175.00 ,$500.00 ,$40.00 ,1,$0.00 ,2,1125,7,20,45,305,99,85,9,8,9,10,8,9,0,1,moderate,0,0,1
100%,20%,0,2,2,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$70.00 ,,,1,$0.00 ,1,1125,30,60,90,365,2,80,10,8,9,10,9,8,0,0,flexible,0,0,2
100%,100%,1,1,1,"email, phone, reviews, kba",1,1,1,Private room,2,1.5,1,1,Real Bed,$65.00 ,,$50.00 ,1,$0.00 ,5,45,2,6,21,21,6,100,10,10,10,10,10,10,0,0,moderate,0,0,1
90%,83%,0,2,2,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$100.00 ,,,1,$0.00 ,1,1125,0,0,0,0,1,100,10,10,10,10,10,10,0,0,flexible,0,0,2
N/A,N/A,0,1,1,phone,1,0,1,Entire home/apt,3,1,1,1,Real Bed,$185.00 ,,,1,$0.00 ,1,1125,0,0,0,0,0,,,,,,,,0,0,flexible,0,0,1
N/A,N/A,0,1,1,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,10,2.5,5,5,Real Bed,$250.00 ,$500.00 ,$125.00 ,4,$25.00 ,5,1125,0,0,4,4,3,87,9,9,9,10,7,9,0,0,strict,0,0,1
N/A,N/A,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$110.00 ,$100.00 ,$50.00 ,2,$10.00 ,1,1125,0,0,0,0,3,93,10,10,10,10,9,9,0,0,moderate,0,0,1
100%,100%,0,1,1,"email, phone, kba",1,1,1,Entire home/apt,5,1.5,2,3,Real Bed,$150.00 ,,,1,$0.00 ,1,1125,1,1,12,13,0,,,,,,,,0,0,flexible,0,0,1
100%,100%,0,3,3,"email, phone, reviews, kba",1,1,1,Entire home/apt,6,1,2,4,Real Bed,$168.00 ,$200.00 ,$50.00 ,1,$0.00 ,2,1125,5,10,34,298,23,89,9,10,10,9,8,9,0,1,moderate,0,0,3
100%,100%,1,4,4,"email, phone, facebook, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$60.00 ,,,2,$25.00 ,1,10,16,39,69,159,169,98,10,9,10,10,9,10,0,1,flexible,0,0,4
100%,82%,0,1,1,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$59.00 ,,$12.00 ,1,$10.00 ,1,1125,11,41,71,346,47,90,9,9,10,10,9,9,0,0,moderate,0,0,1
100%,100%,0,2,2,"email, phone, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$60.00 ,,$15.00 ,1,$0.00 ,1,1125,5,23,53,328,15,91,9,9,10,10,10,9,0,0,flexible,0,0,2
80%,70%,0,1,1,"email, phone, amex, reviews, kba",1,1,1,Entire home/apt,4,1,2,4,Real Bed,$145.00 ,,$50.00 ,3,$25.00 ,2,1125,0,0,0,0,7,94,10,10,10,9,10,10,0,1,flexible,0,0,1
N/A,N/A,0,1,1,"email, phone, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$80.00 ,,$30.00 ,1,$0.00 ,1,1125,0,0,0,0,1,100,10,10,10,10,10,10,0,0,moderate,0,0,1
100%,100%,1,2,2,"email, phone, reviews, kba",1,1,0,Entire home/apt,3,1,1,2,Real Bed,$114.00 ,$200.00 ,$45.00 ,1,$36.00 ,2,30,13,29,59,334,127,97,10,10,10,10,10,10,0,1,strict,0,0,2
100%,77%,0,4,4,"email, phone, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$170.00 ,$300.00 ,,2,$50.00 ,2,1125,29,59,89,364,2,80,9,10,10,10,10,8,0,0,flexible,0,0,3
100%,100%,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,6,2,2,2,Real Bed,$240.00 ,,$135.00 ,1,$0.00 ,3,14,7,18,41,308,108,95,10,10,10,9,10,9,0,0,strict,0,0,1
N/A,N/A,0,1,1,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,4,1,2,2,Real Bed,$150.00 ,,$50.00 ,2,$35.00 ,2,1125,0,0,0,248,5,95,10,9,9,9,9,8,0,0,flexible,0,0,1
100%,100%,0,5,5,"email, phone, reviews, jumio",1,1,1,Private room,2,1,1,1,Futon,$69.00 ,,$20.00 ,1,$9.00 ,3,1125,0,0,15,290,11,98,10,10,10,10,10,10,0,0,strict,0,0,3
100%,63%,0,2,2,"email, phone, facebook, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$80.00 ,,$25.00 ,1,$0.00 ,3,180,13,22,27,302,18,95,10,10,10,10,9,9,0,0,strict,0,0,2
100%,96%,1,2,2,"email, phone, facebook, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$85.00 ,,,1,$10.00 ,1,7,16,44,74,349,62,97,10,10,10,10,10,9,0,0,moderate,0,0,1
100%,100%,0,2,2,"email, phone, facebook, reviews, jumio",1,1,1,Private room,4,1,1,2,Real Bed,$75.00 ,,$25.00 ,2,$25.00 ,1,120,0,0,24,121,58,92,9,9,10,10,10,9,0,0,moderate,0,0,2
90%,83%,0,2,2,"email, phone, reviews, kba",1,1,1,Entire home/apt,4,1,2,2,Real Bed,$150.00 ,,,1,$0.00 ,1,1125,0,0,0,0,1,80,10,8,10,10,8,8,0,0,flexible,0,0,2
50%,100%,0,2,2,"email, phone, reviews, kba",1,1,1,Private room,2,2,1,1,Real Bed,$70.00 ,,$50.00 ,0,$0.00 ,1,1125,0,0,0,258,2,90,10,8,10,10,8,8,0,0,moderate,0,0,2
100%,100%,0,5,5,"email, phone, reviews, kba",1,1,1,Private room,3,1,1,2,Real Bed,$80.00 ,$150.00 ,$30.00 ,2,$25.00 ,3,30,6,15,34,298,97,96,10,10,10,10,9,10,0,0,flexible,0,0,3
100%,0%,0,1,1,"email, phone, kba",1,0,1,Entire home/apt,7,1.5,3,4,Real Bed,$225.00 ,,$150.00 ,4,$30.00 ,2,1125,1,12,23,288,0,,,,,,,,0,0,moderate,0,0,1
100%,92%,0,2,2,"email, phone, reviews, kba",1,1,1,Entire home/apt,4,1,2,2,Real Bed,$225.00 ,$500.00 ,$100.00 ,4,$20.00 ,3,365,14,34,64,154,8,100,10,10,10,10,10,10,0,0,strict,1,1,2
N/A,N/A,0,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,4,2,2,2,Real Bed,$178.00 ,,,1,$0.00 ,7,365,0,0,0,248,2,100,10,10,10,10,10,9,0,0,flexible,0,0,1
100%,85%,0,1,1,"email, phone, reviews",1,0,1,Entire home/apt,4,1,2,2,Real Bed,$175.00 ,,$20.00 ,1,$0.00 ,1,1125,11,33,63,153,13,94,9,9,10,10,9,9,0,0,moderate,0,0,1
100%,80%,0,1,1,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,3,1,0,2,Real Bed,$109.00 ,,$25.00 ,2,$15.00 ,1,1125,0,0,0,47,16,100,10,10,10,10,10,10,0,0,moderate,0,0,1
90%,73%,1,1,1,"email, phone, reviews, kba",1,1,1,Entire home/apt,10,2,5,6,Real Bed,$383.00 ,"$2,000.00 ",$250.00 ,6,$20.00 ,3,1125,14,19,43,286,20,94,10,10,9,9,9,9,0,0,strict,0,0,1
N/A,N/A,0,1,1,"phone, kba",1,0,1,Private room,2,1.5,1,1,Real Bed,$90.00 ,,,1,$0.00 ,1,1125,0,0,0,0,0,,,,,,,,0,1,flexible,0,0,1
100%,0%,1,1,1,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,6,1,2,3,Real Bed,$99.00 ,,$25.00 ,2,$20.00 ,3,1125,0,0,0,209,23,97,10,9,10,10,10,10,0,0,flexible,0,0,1
100%,100%,0,1,1,"email, phone, reviews",1,0,1,Private room,2,1,1,1,Real Bed,$50.00 ,$100.00 ,$20.00 ,1,$0.00 ,1,1125,7,21,41,178,9,91,9,9,10,9,10,9,0,0,moderate,0,0,1
100%,100%,0,1,1,"email, phone, facebook, reviews",1,0,0,Entire home/apt,4,1,2,2,Real Bed,$300.00 ,$100.00 ,$50.00 ,1,$0.00 ,1,1125,29,59,89,364,16,93,10,9,10,10,8,9,0,0,strict,0,0,1
100%,100%,0,2,2,"email, phone, facebook, reviews, jumio",1,1,1,Entire home/apt,6,2,4,5,Real Bed,$184.00 ,,$200.00 ,1,$0.00 ,30,60,0,0,0,175,0,,,,,,,,0,0,flexible,0,0,2
100%,100%,0,1,1,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$80.00 ,,$25.00 ,1,$0.00 ,2,7,5,15,35,302,107,92,9,10,9,10,9,9,0,1,moderate,0,1,1
100%,100%,0,1,1,"email, phone, reviews, kba",1,1,1,Private room,2,1,1,1,Real Bed,$85.00 ,,$25.00 ,1,$5.00 ,1,10,11,16,41,41,26,97,10,10,10,10,10,10,0,0,moderate,0,0,1
100%,100%,0,1,1,"phone, facebook, reviews",1,0,1,Entire home/apt,2,1,1,2,Real Bed,$150.00 ,,$30.00 ,2,$20.00 ,2,1125,14,34,64,339,10,98,10,9,10,10,10,10,0,0,flexible,0,0,1
60%,60%,0,2,2,"email, phone, facebook, reviews, jumio, kba",1,1,1,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,$300.00 ,$70.00 ,1,$50.00 ,1,1125,0,0,0,0,1,100,10,10,10,10,10,10,0,0,strict,0,0,2
100%,82%,0,1,1,"email, phone, reviews, kba",1,1,0,Private room,2,1,1,1,Real Bed,$100.00 ,,,1,$0.00 ,1,1125,0,4,34,309,8,93,10,10,9,10,8,9,0,0,moderate,0,0,1
100%,100%,1,2,2,"email, phone, reviews, sent_id",1,1,1,Private room,2,1.5,1,2,Real Bed,$84.00 ,,$20.00 ,1,$10.00 ,3,1125,5,19,20,20,31,97,10,10,10,10,9,10,0,0,moderate,0,0,2
100%,100%,1,1,1,"email, phone, facebook, reviews, kba",1,1,1,Entire home/apt,4,1,1,2,Real Bed,$130.00 ,$100.00 ,$20.00 ,3,$20.00 ,1,1125,0,7,30,296,32,98,10,10,10,10,9,10,0,1,moderate,0,0,1
96%,100%,0,2,2,"email, phone, reviews, kba",1,1,0,Private room,2,1,1,1,Futon,$76.00 ,,$5.00 ,1,$0.00 ,2,1125,3,13,39,314,84,95,10,10,10,10,10,10,0,1,moderate,0,0,2
